LV1 English,LV1 繁中,LV1 簡中,LV2 English,LV2 繁中,LV2 簡中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102226,Frozen Slice Beef,凍牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102227,Frz Slce Beef Choice,凍牛肉切片類USDA Choice
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102228,Frz Slice Beef Prime,凍牛肉切片類USDA Prime
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102229,Frz Slice Beef CAB,凍黑毛牛牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102230,Frz Slice Beef Wagyu,凍和牛牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,24,lamb,羊肉類,20102403,Fresh Slice lamb,鮮切羊肉
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,24,lamb,羊肉類,20102404,Frozen slice lamb,凍切羊肉
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102216,Fr Slice Beef JP Wag,鮮日本和牛牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102226,Frozen Slice Beef,凍牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102227,Frz Slce Beef Choice,凍牛肉切片類USDA Choice
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102228,Frz Slice Beef Prime,凍牛肉切片類USDA Prime
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102229,Frz Slice Beef CAB,凍黑毛牛牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102230,Frz Slice Beef Wagyu,凍和牛牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,24,lamb,羊肉類,20102403,Fresh Slice lamb,鮮切羊肉
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,24,lamb,羊肉類,20102404,Frozen slice lamb,凍切羊肉
Meat,肉類,肉类,Others,其他,其他,29,Ready to Cook,肉類預製菜（生）,20102901,Chilled Deep Fried ,冷藏製炸物類
Meat,肉類,肉类,Others,其他,其他,29,Ready to Cook,肉類預製菜（生）,20102902,Chilled Dish Meat,冷藏肉類菜餚類
Meat,肉類,肉类,Others,其他,其他,29,Ready to Cook,肉類預製菜（生）,20102903,Frozen Deep Fried ,凍預製炸物類
Meat,肉類,肉类,Others,其他,其他,29,Ready to Cook,肉類預製菜（生）,20102904,Frozen Dish Meat,凍肉類預製菜餚類
Meat,肉類,肉类,Others,其他,其他,25,Other Meat,其他肉類,20102523,Fresh Other Meat,鮮其他肉類
Meat,肉類,肉类,Others,其他,其他,25,Other Meat,其他肉類,20102524,Frozen Other Meat,凍其他肉類
Seafood,海鮮,海鲜,Live Seafood,鮮活海鮮,鲜活海鲜,21,Live Seafood,活鮮類,40102101,Fresh Water Fish,淡水魚
Seafood,海鮮,海鲜,Live Seafood,鮮活海鮮,鲜活海鲜,21,Live Seafood,活鮮類,40102102,Salt Water Fish,海水魚
Seafood,海鮮,海鲜,Live Seafood,鮮活海鮮,鲜活海鲜,21,Live Seafood,活鮮類,40102103,Live Shrimp,活蝦類
Seafood,海鮮,海鲜,Live Seafood,鮮活海鮮,鲜活海鲜,21,Live Seafood,活鮮類,40102104,Live Crab,活蟹類
Seafood,海鮮,海鲜,Live Seafood,鮮活海鮮,鲜活海鲜,21,Live Seafood,活鮮類,40102105,Live Shellfish,活貝類
Seafood,海鮮,海鲜,Live Seafood,鮮活海鮮,鲜活海鲜,21,Live Seafood,活鮮類,40102106,Other live seafood,其他活鮮類
Seafood,海鮮,海鲜,Live Seafood,鮮活海鮮,鲜活海鲜,21,Live Seafood,活鮮類,40102199,Seafood dept. key,0
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102201,Fresh Fish,冰鮮魚類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102202,Fresh Shrimp,冰鮮蝦類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102203,Fresh Shellfish,冰鮮類貝
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102204,Other Fresh Seafood,其他冰鮮類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102205,Processed Fresh Fish,加工冰鮮魚
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102206,Proc Fresh Shellfish,加工冰鮮貝類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102207,Proc Fresh Shrimp,加工冰鮮蝦類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,22,Fresh Seafood,冰鮮類,40102208,Oth Processed Fresh ,其他加工冰鮮類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,24,Frozen Seafood,冷凍海產,40102401,Frozen Whole Fish,凍整魚類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,24,Frozen Seafood,冷凍海產,40102402,Frozen Fish Fillet,凍魚扒類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,24,Frozen Seafood,冷凍海產,40102403,Frz Shrimp Head on,凍帶頭蝦
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,24,Frozen Seafood,冷凍海產,40102404,Frz Shrimp WO Head,凍去頭蝦
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,24,Frozen Seafood,冷凍海產,40102405,Frozen Shellfish,凍貝類
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,24,Frozen Seafood,冷凍海產,40102406,Crab Meat,假蟹肉
Seafood,海鮮,海鲜,Fresh & Frozen Fish,冰鮮魚類,冰鲜鱼类,24,Frozen Seafood,冷凍海產,40102407,Frozen Crab,凍蟹類
