CURRENT 現有舊模板,,,CURRENT 現有舊模板,,,新 MCH,,,,,
LV1 English,LV1 繁中,LV1 簡中,LV2 English,LV2 繁中,LV2 簡中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506831,Hanger,衣架
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506841,Stool,椅子
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506851,Oth PlasticHouseware,其它塑膠用品
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,72,Joss Material,祭祀用品,10507201,Paper Money,紙錢
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,72,Joss Material,祭祀用品,10507202,Incense,香
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,72,Joss Material,祭祀用品,10507203,Candle,蠟燭
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,73,Publication,報紙雜誌,10507301,Newspaper Chinese,報紙中文
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,73,Publication,報紙雜誌,10507302,Newspaper English,報紙英文
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,73,Publication,報紙雜誌,10507303,Magazine/Cook Book,雜誌/食譜
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,74,Card,卡片,10507401,Phone Card,電話卡
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,74,Card,卡片,10507402,Gift Card,禮品卡
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,75,Music Instrument,樂器,10507501,Music Instrument,樂器
